Schlüssel;Straftat;Januar;Februar;März;April;Mai;Juni;Juli;August;September;Oktober;November;Dezember;Jahr
237100;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft gemäß § 233 Abs. 1 StGB;1;2;0;1;2;5;1;2;1;2;1;0;2015
237200;Menschenhandel z.N.v. Kindern zum Zweck der Ausbeutung der Arbeitskraft gemäß § 233 Abs. 3 mit Verweis auf § 232 Abs. 3 Nr. 1 StGB;0;1;0;0;0;0;0;0;0;0;0;0;2015
237300;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft gemäß § 233 Abs. 3 mit Verweis auf § 232 Abs. 3 Nr. 2 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2015
237400;Gewerbs- oder bandemäßiger Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft gemäß § 233 Abs. 3 mit Verweis auf § 232 Abs. 3 Nr. 3 StGB;0;0;0;0;0;0;1;0;0;0;0;0;2015
237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft gemäß § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;1;0;0;0;1;0;0;0;0;0;0;0;2015
238000;Förderung des Menschenhandel gemäß § 233a StGB  ;2;1;3;0;4;0;0;0;0;2;1;1;2015
238100;Förderung des Menschenhandel gemäß § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung (§ 232 StGB);2;1;2;0;4;0;0;0;0;2;0;1;2015
238200;Förderung des Menschenhandels gemäß § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft (§ 233 StGB) ;0;0;0;0;0;0;0;0;0;0;0;0;2015
238300;Förderung des Menschenhandels gemäß § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung (§ 232 StGB)  ;0;0;1;0;0;0;0;0;0;0;1;0;2015
238400;Förderung des Menschenhandels gemäß § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft (§ 233 StGB)  ;0;0;0;0;0;0;0;0;0;0;0;0;2015
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;100032;96951;110388;106039;115421;118352;120677;114893;113481;116564;110567;107284;2015
3.00E+100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;554;510;534;527;607;622;611;644;583;593;558;540;2015
3.00E+200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;228;211;326;354;480;505;475;543;422;439;326;256;2015
3.00E+300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;2471;2369;3598;4148;5386;6119;6686;5953;5117;4531;3648;3055;2015
3**400;Einfacher Diebstahl von Schusswaffen;18;12;25;20;17;12;15;11;11;14;17;13;2015
3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;10606;10908;11577;10719;11236;11433;11496;11235;11169;12200;11882;12298;2015
3**700;Einfacher Diebstahl von/aus Automaten;173;182;204;172;180;161;149;154;182;199;190;184;2015
3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;67;67;65;76;66;72;60;55;71;58;68;52;2015
300000;Sonstiger einfacher Diebstahl §§ 242, 247, 248a-c StGB;25313;24011;28024;28521;32740;33718;35257;33576;30489;30333;28195;27098;2015
300010;Sonstiger einfacher Diebstahl gem. 242, 247, 248a StGB;24868;23578;27562;28112;32318;33279;34848;33149;30035;29942;27783;26757;2015
300040;Unbefugter Gebrauch eines sonstigen Fahrzeuges § 248b StGB;69;50;72;77;106;102;86;102;100;88;68;65;2015
300050;Entziehung elektrischer Energie § 248c StGB;376;383;390;332;316;337;323;325;354;303;344;276;2015
300100;Einfacher Diebstahl von Kraftwagen einschl. unbefugter Ingebrauchnahme;543;495;510;505;591;597;595;619;565;572;546;522;2015
300110;Einfacher Diebstahl von Kraftwagen;276;248;291;262;308;319;282;324;297;301;299;266;2015
300140;Unbefugter Gebrauch von Kraftwagen;267;247;219;243;283;278;313;295;268;271;247;256;2015
300200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugter Ingebrauchnahme;218;210;320;344;469;501;468;536;417;430;322;249;2015
300210;Einfacher Diebstahl von Mopeds und Krafträdern;196;196;278;306;404;442;402;475;363;388;283;227;2015
300240;Unbefugter Gebrauch von Mopeds und Krafträdern;22;14;42;38;65;59;66;61;54;42;39;22;2015
300300;Einfacher Diebstahl von Fahrrädern einschl. unbefugter Ingebrauchnahme;2136;2115;3200;3729;4902;5640;6209;5446;4677;4120;3293;2699;2015
300310;Einfacher Diebstahl von Fahrrädern;2078;2033;3107;3603;4747;5470;5990;5278;4535;4013;3208;2629;2015
300340;Unbefugter Gebrauch von Fahrrädern;58;82;93;126;155;170;219;168;142;107;85;70;2015
300400;Einfacher Diebstahl von Schusswaffen;8;8;16;7;5;6;7;5;6;8;9;8;2015
300500;Einfacher Diebstahl von unbaren Zahlungsmitteln;3052;2889;3215;3107;3476;3750;4000;3929;3467;3600;3312;3326;2015
300700;Einfacher Diebstahl von/aus Automaten;160;153;172;141;154;139;133;133;160;180;160;160;2015
300800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;57;58;55;63;56;54;46;48;64;43;57;43;2015
305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;236;229;254;209;210;229;239;254;228;244;197;254;2015
305000;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl. von sonstigem Gut;209;203;231;179;192;203;207;226;198;215;178;230;2015
305500;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl. von unbaren Zahlungsmitteln;27;26;23;30;18;26;32;28;30;29;19;24;2015
310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;3377;3062;3679;3247;3294;3698;3649;3188;3437;3506;3454;2996;2015
310000;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;2850;2615;3108;2719;2829;3110;3106;2687;2905;2974;2976;2548;2015
310100;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;5;9;17;10;9;19;12;15;12;17;8;11;2015
310200;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;10;1;6;10;11;4;7;7;5;9;4;7;2015
310300;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;32;30;44;53;53;51;59;54;44;40;37;33;2015
310400;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;1;1;0;1;2;0;1;1;0;0;2;2;2015
310500;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;470;389;491;439;379;495;450;412;459;450;412;377;2015
310700;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;4;13;10;12;7;9;8;7;7;8;10;12;2015
310800;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;5;4;3;3;4;10;6;5;5;8;5;6;2015
315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;3333;3522;3209;3138;3396;2740;2728;3100;3019;3517;3268;3463;2015
315000;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;2555;2671;2413;2331;2592;2079;2122;2429;2302;2697;2418;2558;2015
315500;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;769;835;774;788;785;648;598;657;702;809;830;893;2015
315700;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;9;16;22;19;19;13;8;14;15;11;20;12;2015
325*00;Einfacher Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern, Schaukästen und Vitrinen darunter:;32667;31681;36275;33096;32912;35168;34859;31662;35176;36257;34838;33626;2015
325000;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut;2018;2015;2213;2100;2158;2280;2515;2197;2230;2303;2067;2013;2015
325300;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von Fahrrädern;14;6;23;11;15;21;18;15;22;17;16;13;2015
325500;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;1131;1090;1320;1161;1118;1233;1300;1009;1065;1141;1069;1083;2015
326*00;Einfacher Ladendiebstahl;29504;28570;32719;29824;29621;31634;31026;28441;31859;32796;31686;30517;2015
326000;Einfacher Ladendiebstahl von sonstigem Gut;29491;28559;32700;29803;29603;31614;31004;28416;31839;32771;31668;30492;2015
326300;Einfacher Ladendiebstahl von Fahrrädern;13;11;19;21;18;20;22;25;20;25;18;25;2015
335*00;Einfacher Diebstahl in/aus Wohnungen;4354;3760;4280;4115;4479;4647;4994;4694;4302;4407;4061;3937;2015
335000;Einfacher Diebstahl in/aus Wohnungen von sonstigem Gut;4056;3504;4011;3832;4160;4301;4629;4338;3985;4085;3800;3672;2015
335400;Einfacher Diebstahl in/aus Wohnungen von Schusswaffen;9;3;9;12;10;6;7;5;5;6;6;3;2015
335500;Einfacher Diebstahl in/aus Wohnungen von unbaren Zahlungsmitteln;284;248;253;261;303;332;350;349;310;309;249;259;2015
335800;Einfacher Diebstahl in/aus Wohnungen von Antiquitäten, Kunst- und sakralen Gegenständen;5;5;7;10;6;8;8;2;2;7;6;3;2015
340*00;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen;1005;832;1035;1023;1127;1044;1146;1038;1115;1065;1000;931;2015
340000;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von sonstigem Gut;729;625;723;689;729;657;768;625;761;736;716;646;2015
340300;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von Fahrrädern;276;207;312;334;398;387;378;413;354;329;284;285;2015
345*00;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen;631;711;937;907;1000;1132;1097;1030;1061;1047;959;660;2015
345000;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von sonstigem Gut;608;685;899;867;967;1097;1062;999;1027;1006;924;641;2015
345100;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von Kraftwagen;6;6;7;12;7;6;4;10;6;4;4;7;2015
345500;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von unbaren Zahlungsmitteln;17;20;31;28;26;29;31;21;28;37;31;12;2015
350*00;Einfacher Diebstahl an/aus Kraftfahrzeugen;10494;9366;11562;11467;12765;12696;13004;12609;11949;12126;11256;10533;2015
350000;Einfacher Diebstahl an/aus Kraftfahrzeugen von sonstigem Gut;10006;8956;11070;10939;12203;12033;12262;11909;11361;11559;10771;10063;2015
350500;Einfacher Diebstahl aus Kraftfahrzeugen von unbaren Zahlungsmitteln;488;410;492;528;562;663;742;700;588;567;485;470;2015
371000;Einfacher Diebstahl von Betäubungsmitteln aus Apotheken;2;3;4;4;2;3;0;2;5;1;3;2;2015
372000;Einfacher Diebstahl von Betäubungsmitteln aus Arztpraxen;2;2;3;5;0;3;4;1;2;1;0;2;2015
373000;Einfacher Diebstahl von Betäubungsmitteln aus Krankenhäusern;17;21;26;17;19;19;19;14;23;24;17;18;2015
374000;Einfacher Diebstahl von Betäubungsmitteln bei Herstellern und Großhändlern;2;2;3;2;1;1;1;1;1;1;1;3;2015
375000;Einfacher Diebstahl von Rezeptformularen zur Erlangung von Betäubungsmitteln;9;7;11;11;16;7;12;5;8;8;5;3;2015
390000;Einfacher Taschendiebstahl von sonstigem Gut;8048;8813;8620;8004;9238;8303;8217;8873;8790;9816;10139;10897;2015
390500;Einfacher Taschendiebstahl von unbaren Zahlungsmitteln;4368;5001;4978;4377;4569;4257;3993;4130;4520;5258;5475;5854;2015
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;86914;79587;92176;86553;96205;97310;98126;94041;94559;100108;97987;93192;2015
4.00E+100;Schwerer Diebstahl von Kraftwagen;2342;2103;2684;2313;2463;2449;2201;2130;2484;2675;2449;2126;2015
4.00E+200;Schwerer Diebstahl von Mopeds und Krafträdern;994;938;1334;1675;1962;2145;2336;2202;2070;2021;1480;1132;2015
4.00E+300;Schwerer Diebstahl von Fahrrädern;13728;13838;18582;21355;26822;30834;32446;30914;28272;25520;21418;17485;2015
4**400;Schwerer Diebstahl von Schusswaffen;74;46;61;34;43;41;36;37;42;31;56;61;2015
4**500;Schwerer Diebstahl von unbaren Zahlungsmitteln;1304;1142;1261;1142;1485;1329;1350;1421;1310;1375;1265;1261;2015
4**700;Schwerer Diebstahl von/aus Automaten;1478;1171;1441;1361;1321;1332;1275;1127;1282;1394;1228;1294;2015
4**800;Schwerer Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;57;76;63;64;75;70;72;72;61;92;50;45;2015
400000;Sonstiger schwerer Diebstahl insg. gem. §§ 243 - 244a StGB;13245;11948;13991;12878;13321;13169;12504;11593;12195;13387;12769;13163;2015
400010;Besonders schwerer Fall des Diebstahls;12850;11672;13716;12593;13026;12837;12178;11331;11815;13105;12513;12893;2015
400020;Sonstiger schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;387;273;264;256;274;288;285;182;263;162;126;35;2015
400020;Sonstiger schwerer Diebstahl (ohne WED) gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;5;1;7;23;18;38;40;76;106;113;123;227;2015
400100;Schwerer Diebstahl insg. von Kraftwagen;2262;2025;2591;2223;2381;2365;2111;2040;2389;2580;2371;2054;2015
400110;Besonders schwerer Fall des Diebstahls von Kraftwagen;2164;1937;2486;2139;2293;2283;2007;1955;2306;2506;2312;1996;2015
400120;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Kraftwagen;98;88;105;84;88;82;104;85;83;74;59;58;2015
400200;Schwerer Diebstahl insg. von Mopeds und Krafträdern;966;906;1302;1645;1929;2115;2310;2165;2041;1981;1453;1108;2015
400210;Besonders schwerer Fall des Diebstahls von Mopeds und Krafträdern;936;888;1288;1633;1915;2097;2288;2148;2026;1973;1430;1101;2015
400220;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Mopeds und Krafträdern;30;18;14;12;14;18;22;17;15;8;23;7;2015
400300;Schwerer Diebstahl insg. von Fahrrädern;11909;11902;16363;19116;24182;28175;29708;28222;25799;23095;19276;15690;2015
400310;Besonders schwerer Fall des Diebstahls von Fahrrädern;11891;11882;16292;19041;24120;28114;29673;28182;25753;23044;19245;15649;2015
400320;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Fahrrädern;18;20;71;75;62;61;35;40;46;51;31;41;2015
400400;Schwerer Diebstahl insg. von Schusswaffen;17;10;15;7;12;6;11;9;13;5;6;10;2015
400410;Besonders schwerer Fall des Diebstahls von Schuswaffen;16;9;14;7;12;5;11;7;12;5;6;10;2015
400420;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Schusswaffen;1;1;1;0;0;1;0;2;1;0;0;0;2015
400500;Schwerer Diebstahl insg. von unbaren Zahlungsmitteln;155;110;151;117;158;156;167;164;137;127;128;124;2015
400510;Besonders schwerer Fall des Diebstahls von unbaren Zahlungsmitteln;152;107;140;111;151;150;160;159;133;120;119;117;2015
400520;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von unbaren Zahlungsmitteln;3;3;11;6;7;6;7;5;4;7;9;7;2015
400700;Schwerer Diebstahl insg. von/aus Automaten;1041;801;1018;969;954;955;907;810;883;977;834;911;2015
400710;Besonders schwerer Fall des Diebstahls von/aus Automaten;1022;790;999;940;937;930;878;792;872;968;829;901;2015
400720;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von/aus Automaten;19;11;19;29;17;25;29;18;11;9;5;10;2015
400800;Schwerer Diebstahl insg. von Antiquitäten, Kunst- und sakralen Gegenständen;38;48;44;43;52;50;57;41;35;67;22;24;2015
400810;Besonders schwerer Fall des Diebstahls von Antiquitäten, Kunst- und sakralen Gegenständen;38;47;43;42;51;50;56;41;34;67;21;23;2015
400820;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Antiquitäten, Kunst- und sakralen Gegenständen;0;1;1;1;1;0;1;0;1;0;1;1;2015
405*00;Schwerer Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;95;97;124;104;132;131;104;122;161;100;120;93;2015
405000;Schwerer Diebstahl insg. in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;95;97;124;104;132;131;104;122;161;100;120;93;2015
405010;Besonders schwerer Fall des Diebstahls  in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;86;93;118;101;127;128;91;89;118;96;115;85;2015
405020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;9;4;6;3;5;3;13;33;43;4;5;8;2015
410*00;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;7337;6704;8136;7161;7687;7624;7300;6638;6529;6961;6946;6693;2015
410000;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;7007;6375;7745;6762;7273;7185;6895;6253;6151;6584;6611;6350;2015
410010;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;6805;6288;7582;6706;7184;7104;6790;6174;6094;6523;6554;6274;2015
410020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;202;87;163;56;89;81;105;79;57;61;57;76;2015
410100;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;69;68;78;74;68;66;72;72;78;82;67;63;2015
410110;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;60;64;72;70;62;61;65;68;74;78;66;60;2015
410120;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;9;4;6;4;6;5;7;4;4;4;1;3;2015
410200;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern ;28;32;32;30;33;30;26;37;29;40;27;24;2015
410210;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;28;31;32;29;33;29;26;37;27;38;27;22;2015
410220;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;0;1;0;1;0;1;0;0;2;2;0;2;2015
410300;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;84;93;121;142;159;156;168;150;132;118;106;106;2015
410310;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;81;92;121;139;159;155;163;149;131;118;100;105;2015
410320;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;3;1;0;3;0;1;5;1;1;0;6;1;2015
410400;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;7;9;11;6;4;7;3;4;3;1;3;3;2015
410410;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;7;9;11;6;4;5;3;4;3;1;3;3;2015
410420;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;0;0;0;0;0;2;0;0;0;0;0;0;2015
410500;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;63;56;79;71;67;95;73;65;63;71;62;59;2015
410510;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;60;54;73;68;66;93;71;65;59;70;62;55;2015
410520;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;3;2;6;3;1;2;2;0;4;1;0;4;2015
410700;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten ;68;54;62;62;66;69;56;40;56;52;54;75;2015
410710;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;68;52;60;60;65;68;52;40;53;48;52;68;2015
410720;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;0;2;2;2;1;1;4;0;3;4;2;7;2015
410800;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;11;17;8;14;17;16;7;17;17;13;16;13;2015
410810;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;11;16;8;14;16;15;7;15;17;12;14;12;2015
410820;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;0;1;0;0;1;1;0;2;0;1;2;1;2015
415*00;Schwerer Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;2136;1802;2127;1981;2081;2103;2246;2251;2217;2231;2051;1903;2015
415000;Schwerer Diebstahl insg. in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;1737;1452;1734;1616;1757;1777;1906;1935;1833;1833;1677;1576;2015
415010;Besonders schwerer Fall des Diebstahls in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;1719;1434;1700;1585;1732;1756;1892;1913;1819;1814;1653;1551;2015
415020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;18;18;34;31;25;21;14;22;14;19;24;25;2015
415500;Schwerer Diebstahl insg. in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;30;34;32;35;23;18;28;39;41;33;34;19;2015
415510;Besonders schwerer Fall des Diebstahls in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;22;23;28;25;21;17;26;33;39;30;28;19;2015
415520;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;8;11;4;10;2;1;2;6;2;3;6;0;2015
415700;Schwerer Diebstahl insg. Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten ;369;316;361;330;301;308;312;277;343;365;340;308;2015
415710;besonders schwerer Fall des Diebstahls in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;365;303;349;322;289;301;307;273;342;361;335;303;2015
415720;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;4;13;12;8;12;7;5;4;1;4;5;5;2015
425*00;Schwerer Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern, Schaukästen und Vitrinen darunter:;4956;4599;5320;4740;4917;4878;4671;4496;4766;5077;5030;4755;2015
425000;Schwerer Diebstahl insg. in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut ;3012;2756;3226;2909;3218;2962;2864;2677;2793;3049;2997;2944;2015
425010;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut;2884;2642;3074;2779;3077;2843;2753;2565;2666;2920;2873;2851;2015
425020;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut;128;114;152;130;141;119;111;112;127;129;124;93;2015
425300;Schwerer Diebstahl insg. in/aus Kiosken, Warenh., Verkaufsräumen pp. von Fahrrädern;29;25;37;45;42;39;30;46;42;40;45;32;2015
425310;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenh., Verkaufsräumen pp. von Fahrrädern;29;25;34;42;42;38;26;44;40;40;44;31;2015
425320;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Kiosken, Warenh., Verkaufsräumen pp.von Fahrrädern;0;0;3;3;0;1;4;2;2;0;1;1;2015
425400;Schwerer Diebstahl insg. in/aus Kiosken, Warenh., Verkaufsräumen pp. von Schusswaffen;2;3;7;6;5;1;1;4;6;8;2;7;2015
425410;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenh., Verkaufsräumen pp. von Schusswaffen;2;1;1;6;5;0;1;3;6;5;2;4;2015
425420;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Kiosken, Warenh., Verkaufsräumen pp.von Schusswaffen;0;2;6;0;0;1;0;1;0;3;0;3;2015
425500;Schwerer Diebstahl insg. in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;35;52;54;42;43;47;43;40;54;56;44;49;2015
425510;Besonders schwerer Fall des Diebstahls in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;29;40;46;29;34;38;35;29;41;44;34;46;2015
425520;Schwerer Diebstahl gem. §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;6;12;8;13;9;9;8;11;13;12;10;3;2015
426*00;Schwerer Ladendiebstahl;1878;1763;1996;1738;1609;1829;1733;1729;1871;1924;1942;1723;2015
426000;Schwerer Ladendiebstahl insg.;1878;1763;1996;1738;1609;1829;1733;1729;1871;1924;1942;1723;2015
426010;Besonders schwerer Fall des Ladendiebstahls;1382;1236;1435;1277;1123;1322;1256;1202;1346;1389;1397;1232;2015
