Schlüssel;Straftat;Januar;Februar;März;April;Mai;Juni;Juli;August;September;Oktober;November;Dezember;Jahr
237400;Gewerbs- oder bandemäßiger Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 3 Nr. 3 StGB;0;0;0;1;0;0;0;0;0;0;0;0;2016
237500;Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft § 233 Abs. 3 mit Verweis auf § 232 Abs. 4 StGB;0;0;0;0;0;1;0;1;0;1;0;0;2016
238000;Förderung des Menschenhandel § 233a StGB;0;2;1;1;0;0;2;1;1;1;0;0;2016
238100;Förderung des Menschenhandel gemäß § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung (§ 232 StGB);0;1;1;1;0;0;2;0;1;1;0;0;2016
238200;Förderung des Menschenhandels gemäß § 233a Abs. 1 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft (§ 233 StGB);0;1;0;0;0;0;0;1;0;0;0;0;2016
238300;Förderung des Menschenhandels gemäß § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der sexuellen Ausbeutung (§ 232 StGB);0;0;0;0;0;0;0;0;0;0;0;0;2016
238400;Förderung des Menschenhandels gemäß § 233a Abs. 2 StGB i.V.m. Menschenhandel zum Zweck der Ausbeutung der Arbeitskraft (§ 233 StGB);0;0;0;0;0;0;0;0;0;0;0;0;2016
239000;Menschenhandel, Zwangsprostitution, Zwangsarbeit, Ausbeutung der Arbeitskraft und Ausbeutung unter Ausnutzung einer Freiheitsberaubung §§ 232, 232a, 232b, 233, 233a StGB;1;0;3;1;1;4;4;2;3;7;1;7;2016
239100;Menschenhandel § 232 StGB;1;0;1;0;1;3;2;1;2;7;0;2;2016
239110;"Handel zum Zweck der Ausbeutung bei Ausübung der Prostitution, der Vornahme sexueller Handlungen § 232 Abs. 1, Nr. 1a; Abs. 2 in Bezug auf Abs. 1 Nr. 1a; Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1a; Abs. 4 in Bezug auf Abs. 1 Nr. 1a StGB";1;0;1;0;1;3;2;1;2;7;0;2;2016
239120;"Handel zum Zweck der Ausbeutung durch eine Beschäftigung § 232 StGB Abs. 1, Nr. 1 b); Abs. 2 in Bezug auf Abs. 1 Nr. 1b); Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1b); Abs. 4 in Bezug auf Abs. 1 Nr. 1b) StGB";0;0;0;0;0;0;0;0;0;0;0;0;2016
239130;"Handel zum Zweck der Ausbeutung bei der Ausübung der Bettelei § 232 Abs. 1, Nr. 1 c); Abs. 2 in Bezug auf Abs. 1, Nr. 1 c); Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1c); Abs. 4 in Bezug auf Abs. 1, Nr. 1c) StGB";0;0;0;0;0;0;0;0;0;0;0;0;2016
239140;"Handel zum Zweck der Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 232 StGB Abs. 1, Nr. 1d); Abs. 2 in Bezug auf Abs. 1 Nr. 1d); Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1d); Abs. 4 in Bezug auf Abs. 1 Nr. 1d) StGB";0;0;0;0;0;0;0;0;0;0;0;0;2016
239150;"Handel zum Zweck des Haltens einer Person in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. § 232 Abs. 1, Nr. 2; Abs. 2 in Bezug auf Abs. 1 Nr. 2; Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 2; Abs. 4 in Bezug auf Abs. 1, Nr. 2 StGB";0;0;0;0;0;0;0;0;0;0;0;0;2016
239160;"Handel zum Zweck der rechtswidrigen Organentnahme § 232 Abs. 1, Nr. 3; Abs. 2 in Bezug auf Abs. 1, Nr. 3; Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 3; Abs. 4 in Bezug auf Abs. 1, Nr. 3 StGB";0;0;0;0;0;0;0;0;0;0;0;0;2016
239200;Zwangsprostitution § 232a StGB;0;0;2;1;0;1;1;1;1;0;1;3;2016
239210;Veranlassen zur Aufnahme oder Fortsetzung der Prostitution oder zu sexuellen Handlungen, durch die eine Person ausgebeutet wird § 232a Abs. 1 bis 5 StGB;0;0;2;1;0;1;1;1;1;0;1;3;2016
239220;Entgeltliche Inanspruchnahme sexueller Handlungen eines Menschenhandelsopfers unter Ausnutzung der Zwangslage oder Hilflosigkeit § 232a Abs. 6 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
239300;Zwangsarbeit § 232b StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
239310;"Veranlassen zur Aufnahme einer ausbeuterischen Beschäftigung § 232b Abs. 1, Nr. 1; Abs. 2 in Bezug auf Abs. 1, Nr. 1; Abs. 3 Nr. 1; Abs. 4 Nr. 1 StGB";0;0;0;0;0;0;0;0;0;0;0;0;2016
239320;"Veranlassen sich in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. zu begeben § 232b Abs. 1, Nr. 2; Abs. 2 in Bezug auf Abs. 1, Nr. 2; Abs. 3 Nr. 2; Abs. 4 Nr. 2 StGB";0;0;0;0;0;0;0;0;0;0;0;0;2016
239330;"Veranlassen zur Aufnahme oder Fortsetzung der Bettelei, durch die die Person ausgebeutet wird § 232b Abs. 1, Nr. 3; Abs. 2 in Bezug auf Abs. 1, Nr. 3; Abs. 3 Nr. 3; Abs. 4 Nr. 3 StGB";0;0;0;0;0;0;0;0;0;0;0;0;2016
239400;Ausbeutung der Arbeitskraft § 233 StGB;0;0;0;0;0;0;1;0;0;0;0;2;2016
239410;"Ausbeutung durch eine Beschäftigung § 233 Abs. 1, Nr. 1; Abs. 2 in Fällen von Abs. 1 Nr. 1; Abs. 3 in Fällen von Abs. 1 Nr. 1; Abs. 4 in Bezug auf Abs. 1, Nr. 1; Abs. 5 in Bezug auf Abs. 1 Nr. 1 StGB";0;0;0;0;0;0;1;0;0;0;0;1;2016
239420;"Ausbeutung bei der Ausübung der Bettelei § 233 Abs. 1, Nr. 2; Abs. 2 in Fällen von Abs. 1 Nr. 2; Abs. 3 in Fällen von Abs. 1 Nr. 2; Abs. 4 in Bezug auf Abs. 1, Nr. 2 StGB";0;0;0;0;0;0;0;0;0;0;0;1;2016
239430;"Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233 Abs. 1, Nr. 3; Abs. 2 in Fällen von Abs. 1 Nr. 3; Abs. 3 in Fällen von Abs. 1 Nr. 3; Abs. 4 in Bezug auf Abs. 1, Nr. 3 StGB";0;0;0;0;0;0;0;0;0;0;0;0;2016
239500;Ausbeutung unter Ausnutzung einer Freiheitsberaubung § 233a StGB;0;0;0;0;0;0;0;0;0;0;0;0;2016
239510;"Ausbeutung bei Ausübung der Prostitution § 233a Abs. 1, Nr. 1; Abs. 2 in Bezug auf Abs. 1 Nr. 1; Abs. 3 in Bezug auf Abs. 1 Nr. 1; Abs. 4 in Bezug auf Abs. 1 Nr. 1 StGB";0;0;0;0;0;0;0;0;0;0;0;0;2016
239520;"Ausbeutung durch eine Beschäftigung nach § 232 Abs. 1 Satz 2 StGB (gem. § 233a Abs. 1, Nr. 2; Abs. 2 in Bezug auf Abs. 1 Nr. 2; Abs. 3 in Bezug auf Abs. 1 Nr. 2; Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB)";0;0;0;0;0;0;0;0;0;0;0;0;2016
239530;"Ausbeutung bei der Ausübung der Bettelei § 233a Abs. 1, Nr. 3; Abs. 2 in Bezug auf Abs. 1 Nr. 3; Abs. 3 in Bezug auf Abs. 1 Nr. 3; Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB";0;0;0;0;0;0;0;0;0;0;0;0;2016
239540;"Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233a Abs. 1, Nr. 4; Abs. 2 in Bezug auf Abs. 1 Nr. 4; Abs. 3 in Bezug auf Abs. 1 Nr. 4; Abs. 4 in Bezug auf Abs. 1 Nr. 4 StGB";0;0;0;0;0;0;0;0;0;0;0;0;2016
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;101417;102280;104241;107620;109803;108733;108073;103496;103508;100497;97713;94010;2016
3.00E+100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;541;565;578;552;644;582;623;566;547;578;500;464;2016
3.00E+200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;213;237;276;355;490;465;502;472;503;398;295;243;2016
3.00E+300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;2538;2724;3120;3984;5225;5311;5608;5388;5343;4209;3161;2446;2016
3**400;Einfacher Diebstahl von Schusswaffen;24;14;21;14;11;16;16;15;25;18;12;16;2016
3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;10387;10156;10265;10527;10572;10429;10259;9219;9820;9871;9635;9986;2016
3**700;Einfacher Diebstahl von/aus Automaten;203;177;189;207;192;229;188;190;172;193;162;151;2016
3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;56;63;60;60;61;67;67;43;66;63;51;65;2016
300000;Sonstiger einfacher Diebstahl §§ 242, 247, 248a-c StGB;25551;25751;26549;28574;31282;31125;31792;29829;29349;26692;24700;22915;2016
300010;Sonstiger einfacher Diebstahl §§ 242, 247, 248a StGB;25134;25326;26132;28175;30853;30665;31384;29422;28951;26271;24311;22569;2016
300040;Unbefugter Gebrauch eines sonstigen Fahrzeuges § 248b StGB;75;64;78;68;111;113;91;98;97;83;96;74;2016
300050;Entziehung elektrischer Energie § 248c StGB;342;361;339;331;318;347;317;309;301;338;293;272;2016
300100;Einfacher Diebstahl von Kraftwagen einschl. unbefugter Ingebrauchnahme;519;556;567;535;628;566;606;550;528;563;485;462;2016
300110;Einfacher Diebstahl von Kraftwagen;281;279;288;283;322;313;320;270;298;292;243;221;2016
300140;Unbefugter Gebrauch von Kraftwagen;238;277;279;252;306;253;286;280;230;271;242;241;2016
300200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugter Ingebrauchnahme;207;231;269;346;489;458;494;462;499;391;291;240;2016
300210;Einfacher Diebstahl von Mopeds und Krafträdern;190;210;236;316;432;392;427;403;443;348;255;214;2016
300240;Unbefugter Gebrauch von Mopeds und Krafträdern;17;21;33;30;57;66;67;59;56;43;36;26;2016
300300;Einfacher Diebstahl von Fahrrädern einschl. unbefugter Ingebrauchnahme;2211;2388;2761;3568;4725;4868;5159;4928;4952;3783;2831;2171;2016
300310;Einfacher Diebstahl von Fahrrädern;2148;2312;2694;3484;4607;4748;5040;4785;4817;3670;2759;2102;2016
300340;Unbefugter Gebrauch von Fahrrädern;63;76;67;84;118;120;119;143;135;113;72;69;2016
300400;Einfacher Diebstahl von Schusswaffen;12;6;10;3;9;8;10;5;13;6;5;7;2016
300500;Einfacher Diebstahl von unbaren Zahlungsmitteln;2949;2800;2870;3040;3328;3409;3456;3147;3362;2936;2802;2801;2016
300700;Einfacher Diebstahl von/aus Automaten;173;149;166;188;173;203;168;166;142;162;140;119;2016
300800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;45;51;48;50;53;51;53;32;51;50;39;52;2016
305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;257;221;253;232;216;242;218;238;234;200;216;224;2016
305000;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl. von sonstigem Gut;233;202;224;209;193;218;188;205;214;183;196;204;2016
305500;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl. von unbaren Zahlungsmitteln;24;19;29;23;23;24;30;33;20;17;20;20;2016
310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;3264;3277;3326;3280;3165;3401;3118;3037;3168;3028;3312;2740;2016
310000;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;2762;2804;2855;2799;2677;2872;2674;2624;2705;2568;2876;2336;2016
310100;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;16;6;5;13;11;12;11;13;14;10;3;1;2016
310200;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;6;6;7;9;1;7;8;10;4;7;4;3;2016
310300;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;30;30;42;51;70;56;44;54;39;42;35;28;2016
310400;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;3;0;1;0;0;3;2;2;2;3;2;2;2016
310500;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;429;415;401;398;398;436;364;320;383;378;379;348;2016
310700;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;14;10;10;7;3;11;11;8;11;14;9;15;2016
310800;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;4;6;5;3;5;4;4;6;10;6;4;7;2016
315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;3201;2946;2763;2755;2702;2464;2602;2415;2458;3127;2860;3078;2016
315000;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;2467;2313;2127;2100;2134;1950;2090;1880;1895;2396;2210;2349;2016
315500;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;718;615;623;643;552;499;503;519;544;714;637;712;2016
315700;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;16;18;13;12;16;15;9;16;19;17;13;17;2016
325*00;Einfacher Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern, Schaukästen und Vitrinen darunter:;32267;33744;34337;34112;30551;31782;29825;29621;29908;29950;32117;31365;2016
325000;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut;1768;1897;2065;2028;1870;1997;1849;1845;1796;1753;1815;1933;2016
325300;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von Fahrrädern;15;17;9;12;24;16;18;22;17;24;15;10;2016
325500;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;787;919;966;917;748;973;868;719;815;830;821;844;2016
326*00;Einfacher Ladendiebstahl;29697;30911;31297;31155;27909;28796;27090;27035;27280;27343;29466;28578;2016
326000;Einfacher Ladendiebstahl von sonstigem Gut;29679;30890;31272;31113;27877;28770;27059;27007;27254;27312;29438;28556;2016
326300;Einfacher Ladendiebstahl von Fahrrädern;18;21;25;42;32;26;31;28;26;31;28;22;2016
335*00;Einfacher Diebstahl in/aus Wohnungen;4320;4109;4169;4168;4593;4409;4571;4595;4107;3989;3784;3592;2016
335000;Einfacher Diebstahl in/aus Wohnungen von sonstigem Gut;4016;3855;3886;3837;4286;4108;4287;4275;3815;3729;3544;3348;2016
335400;Einfacher Diebstahl in/aus Wohnungen von Schusswaffen;9;8;10;11;2;5;4;8;10;9;5;7;2016
335500;Einfacher Diebstahl in/aus Wohnungen von unbaren Zahlungsmitteln;288;240;266;313;302;284;270;307;277;244;227;231;2016
335800;Einfacher Diebstahl in/aus Wohnungen von Antiquitäten, Kunst- und sakralen Gegenständen;7;6;7;7;3;12;10;5;5;7;8;6;2016
340*00;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen;935;947;949;909;1000;1012;1036;1025;859;960;890;843;2016
340000;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von sonstigem Gut;671;679;666;598;626;667;680;669;550;631;638;628;2016
340300;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von Fahrrädern;264;268;283;311;374;345;356;356;309;329;252;215;2016
345*00;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen;595;770;819;863;870;953;880;1001;953;947;967;690;2016
345000;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von sonstigem Gut;571;748;786;839;848;925;855;971;925;922;934;671;2016
345100;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von Kraftwagen;6;3;6;4;5;4;6;3;5;5;12;1;2016
345500;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten, Baubuden und Baustellen von unbaren Zahlungsmitteln;18;19;27;20;17;24;19;27;23;20;21;18;2016
350*00;Einfacher Diebstahl an/aus Kraftfahrzeugen;10000;10037;10874;11209;12425;11781;11906;11656;11411;11313;10147;9685;2016
350000;Einfacher Diebstahl an/aus Kraftfahrzeugen von sonstigem Gut;9651;9697;10502;10768;11872;11257;11301;11097;10887;10870;9735;9312;2016
350500;Einfacher Diebstahl aus Kraftfahrzeugen von unbaren Zahlungsmitteln;349;340;372;441;553;524;605;559;524;443;412;373;2016
371000;Einfacher Diebstahl von Betäubungsmitteln aus Apotheken;3;1;2;4;6;4;3;1;1;2;3;4;2016
372000;Einfacher Diebstahl von Betäubungsmitteln aus Arztpraxen;4;1;0;2;0;1;3;0;1;1;3;3;2016
373000;Einfacher Diebstahl von Betäubungsmitteln aus Krankenhäusern;17;25;25;28;22;23;13;22;25;17;22;24;2016
374000;Einfacher Diebstahl von Betäubungsmitteln bei Herstellern und Großhändlern;2;0;3;1;1;0;3;0;3;1;1;2;2016
375000;Einfacher Diebstahl von Rezeptformularen zur Erlangung von Betäubungsmitteln;5;6;9;14;7;9;8;7;5;5;6;3;2016
390000;Einfacher Taschendiebstahl von sonstigem Gut;10055;9475;8761;9007;8907;7708;8005;7171;7607;8085;7776;8351;2016
390500;Einfacher Taschendiebstahl von unbaren Zahlungsmitteln;4825;4789;4711;4732;4651;4256;4144;3588;3872;4289;4316;4639;2016
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;85251;85937;87067;86679;91381;88876;86767;84881;85857;87349;84756;78964;2016
4.00E+100;Schwerer Diebstahl von Kraftwagen;2281;2453;2561;2611;2297;2423;1889;2086;2231;2435;2200;1900;2016
4.00E+200;Schwerer Diebstahl von Mopeds und Krafträdern;924;977;1078;1466;1962;1915;2016;1896;1931;1676;1150;837;2016
4.00E+300;Schwerer Diebstahl von Fahrrädern;14074;16014;18947;23051;28058;29640;29570;28414;30160;24301;18819;14513;2016
4**400;Schwerer Diebstahl von Schusswaffen;60;65;40;40;36;33;32;29;27;35;52;49;2016
4**500;Schwerer Diebstahl von unbaren Zahlungsmitteln;1118;1074;1067;1101;1243;1144;1200;1184;1136;1135;1091;1047;2016
4**700;Schwerer Diebstahl von/aus Automaten;1518;1310;1295;1219;1287;1172;1287;1190;1137;1260;1234;1161;2016
4**800;Schwerer Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;44;51;77;64;45;51;85;40;54;70;47;89;2016
400000;Sonstiger schwerer Diebstahl insg. §§ 243 - 244a StGB;12570;13579;13656;12791;12623;11429;11491;10888;11076;12476;12137;11637;2016
400010;Besonders schwerer Fall des Diebstahls;12154;13262;13299;12439;12388;11138;11169;10597;10714;12117;11788;11416;2016
400020;Sonstiger schwerer Diebstahl (ohne WED) §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;416;317;357;352;235;291;322;291;362;359;349;221;2016
400100;Schwerer Diebstahl insg. von Kraftwagen;2204;2365;2474;2542;2217;2339;1813;2007;2174;2355;2139;1837;2016
400110;Besonders schwerer Fall des Diebstahls von Kraftwagen;2121;2301;2381;2441;2154;2276;1761;1938;2095;2277;2050;1770;2016
400120;Schwerer Diebstahl §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Kraftwagen;83;64;93;101;63;63;52;69;79;78;89;67;2016
400200;Schwerer Diebstahl insg. von Mopeds und Krafträdern;900;942;1056;1434;1938;1889;1981;1864;1901;1648;1124;813;2016
400210;Besonders schwerer Fall des Diebstahls von Mopeds und Krafträdern;894;938;1042;1424;1910;1875;1962;1847;1881;1635;1116;805;2016
400220;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Mopeds und Krafträdern;6;4;14;10;28;14;19;17;20;13;8;8;2016
400300;Schwerer Diebstahl insg. von Fahrrädern;12128;14136;16781;20769;25515;27087;26898;25668;27776;21904;16816;12665;2016
400310;Besonders schwerer Fall des Diebstahls von Fahrrädern;12097;14109;16759;20715;25447;27016;26826;25607;27672;21840;16796;12650;2016
400320;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Fahrrädern;31;27;22;54;68;71;72;61;104;64;20;15;2016
400400;Schwerer Diebstahl insg. von Schusswaffen;16;17;12;11;6;6;5;11;8;6;6;9;2016
400410;Besonders schwerer Fall des Diebstahls von Schuswaffen;15;16;10;11;6;5;5;11;8;5;6;9;2016
400420;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Schusswaffen;1;1;2;0;0;1;0;0;0;1;0;0;2016
400500;Schwerer Diebstahl insg. von unbaren Zahlungsmitteln;117;124;133;129;129;113;178;138;126;116;103;114;2016
400510;Besonders schwerer Fall des Diebstahls von unbaren Zahlungsmitteln;112;118;123;124;117;106;171;134;123;108;95;109;2016
400520;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von unbaren Zahlungsmitteln;5;6;10;5;12;7;7;4;3;8;8;5;2016
400700;Schwerer Diebstahl insg. von/aus Automaten;1076;947;901;877;946;901;1000;908;850;941;907;868;2016
400710;Besonders schwerer Fall des Diebstahls von/aus Automaten;1047;930;889;864;932;883;977;876;824;900;887;851;2016
400720;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von/aus Automaten;29;17;12;13;14;18;23;32;26;41;20;17;2016
400800;Schwerer Diebstahl insg. von Antiquitäten, Kunst- und sakralen Gegenständen;18;35;51;39;28;29;73;28;39;42;27;60;2016
400810;Besonders schwerer Fall des Diebstahls von Antiquitäten, Kunst- und sakralen Gegenständen;18;33;48;39;26;29;72;27;39;42;27;60;2016
400820;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB von Antiquitäten, Kunst- und sakralen Gegenständen;0;2;3;0;2;0;1;1;0;0;0;0;2016
405*00;Schwerer Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;115;186;180;140;155;125;98;72;76;98;100;106;2016
405000;Schwerer Diebstahl insg. in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;115;186;180;140;155;125;98;72;76;98;100;106;2016
405010;Besonders schwerer Fall des Diebstahls  in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;98;145;150;117;139;100;79;66;67;88;92;101;2016
405020;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Banken, Sparkassen, Postfilialen und -agenturen und dgl.;17;41;30;23;16;25;19;6;9;10;8;5;2016
410*00;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;6596;6855;7122;6818;7173;7059;6353;6501;5963;6299;6197;5895;2016
410000;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;6219;6469;6765;6426;6789;6678;5982;6162;5638;5936;5851;5596;2016
410010;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;6144;6382;6668;6334;6693;6602;5901;6067;5566;5852;5786;5530;2016
410020;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;75;87;97;92;96;76;81;95;72;84;65;66;2016
410100;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;74;79;75;54;60;72;62;67;47;62;54;51;2016
410110;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;71;70;68;45;56;64;57;64;43;60;51;44;2016
410120;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;3;9;7;9;4;8;5;3;4;2;3;7;2016
410200;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;24;35;22;32;24;26;35;32;30;28;26;24;2016
410210;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;24;34;21;32;24;26;35;32;29;24;26;24;2016
410220;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;0;1;1;0;0;0;0;0;1;4;0;0;2016
410300;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;84;113;107;145;148;145;132;108;110;105;102;92;2016
410310;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;83;111;104;141;144;143;131;107;110;105;100;91;2016
410320;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;1;2;3;4;4;2;1;1;0;0;2;1;2016
410400;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;3;4;3;7;7;2;6;5;7;7;4;7;2016
410410;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;2;4;3;5;7;2;6;4;7;6;4;6;2016
410420;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;1;0;0;2;0;0;0;1;0;1;0;1;2016
410500;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;66;71;66;73;68;76;53;57;64;78;85;54;2016
410510;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;62;70;64;70;66;73;51;51;61;78;84;51;2016
410520;Schwerer Diebstahl gemäß §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;4;1;2;3;2;3;2;6;3;0;1;3;2016
410700;Schwerer Diebstahl insg. in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;107;70;67;60;65;46;75;65;57;60;61;54;2016
