Schlüssel;Straftat;Januar;Februar;März;April;Mai;Juni;Juli;August;September;Oktober;November;Dezember;Jahr
239110;Handel zum Zweck der Ausbeutung bei Ausübung der Prostitution, der Vornahme sexueller Handlungen § 232 Abs. 1 Nr. 1a. Abs. 2 in Bezug auf Abs. 1 Nr. 1a, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 1a, Abs. 4 in Bezug auf Abs. 1 Nr. 1a StGB;19;12;3;3;7;10;5;7;6;1;3;3;2020
239120;Handel zum Zweck der Ausbeutung bei Ausübung der Prostitution, der Vornahme sexueller Handlungen § 232 Abs. 1 Nr. 1a, Abs. 2 in Bezug auf Abs. 1 Nr. 1a, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 1a, Abs. 4 in Bezug auf Abs. 1 Nr. 1a StGB;3;2;0;1;1;0;2;0;1;1;0;0;2020
239130;Handel zum Zweck der Ausbeutung bei der Ausübung der Bettelei § 232 Abs. 1 Nr. 1 c), Abs. 2 in Bezug auf Abs. 1 Nr. 1 c), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 1c), Abs. 4 in Bezug auf Abs. 1 Nr. 1c) StGB;0;0;0;0;1;0;0;0;1;0;1;0;2020
239140;Handel zum Zweck der Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 232 StGB Abs. 1 Nr. 1d), Abs. 2 in Bezug auf Abs. 1 Nr. 1d), Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1, Nr. 1d), Abs. 4 in Bezug auf Abs. 1 Nr. 1d) StGB;1;2;0;0;0;0;0;1;0;0;0;0;2020
239150;Handel zum Zweck des Haltens einer Person in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. § 232 Abs. 1 Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB;0;0;0;0;0;0;0;0;0;1;0;0;2020
239160;Handel zum Zweck der rechtswidrigen Organentnahme § 232 Abs. 1 Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 Nr. 1 bis 3 in Bezug auf Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
239200;Zwangsprostitution § 232a StGB;19;13;8;16;11;8;14;13;17;13;7;7;2020
239210;Veranlassen zur Aufnahme oder Fortsetzung der Prostitution oder zu sexuellen Handlungen, durch die eine Person ausgebeutet wird § 232a Abs. 1 bis 5 StGB;18;12;8;15;11;8;13;13;17;13;7;7;2020
239220;Entgeltliche Inanspruchnahme sexueller Handlungen eines Menschenhandelsopfers unter Ausnutzung der Zwangslage oder Hilflosigkeit § 232a Abs. 6 StGB;1;1;0;1;0;0;1;0;0;0;0;0;2020
239300;Zwangsarbeit § 232b StGB;1;0;0;1;0;0;0;0;0;0;0;0;2020
239310;Veranlassen zur Aufnahme einer ausbeuterischen Beschäftigung § 232b Abs. 1 Nr. 1, Abs. 2 in Bezug auf Abs. 1 Nr. 1, Abs. 3 Nr. 1, Abs. 4 Nr. 1 StGB;1;0;0;1;0;0;0;0;0;0;0;0;2020
239320;Veranlassen sich in Sklaverei, Leibeigenschaft, Schuldknechtschaft o.ä. zu begeben § 232b Abs. 1 Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2, Abs. 3 Nr. 2, Abs. 4 Nr. 2 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
239330;Veranlassen zur Aufnahme oder Fortsetzung der Bettelei, durch die die Person ausgebeutet wird § 232b Abs. 1 Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 Nr. 3, Abs. 4 Nr. 3 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
239400;Ausbeutung der Arbeitskraft § 233 StGB;2;1;1;4;1;1;3;2;0;0;0;0;2020
239410;Ausbeutung durch eine Beschäftigung § 233 Abs. 1 Nr. 1, Abs. 2 in Fällen von Abs. 1 Nr. 1, Abs. 3 in Fällen von Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1 Nr. 1, Abs. 5 in Bezug auf Abs. 1 Nr. 1 StGB;2;1;1;4;1;1;3;1;0;0;0;0;2020
239420;Ausbeutung bei der Ausübung der Bettelei § 233 Abs. 1 Nr. 2, Abs. 2 in Fällen von Abs. 1 Nr. 2, Abs. 3 in Fällen von Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
239430;Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233 Abs. 1 Nr. 3, Abs. 2 in Fällen von Abs. 1 Nr. 3, Abs. 3 in Fällen von Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;0;0;0;0;0;0;0;1;0;0;0;0;2020
239500;Ausbeutung unter Ausnutzung einer Freiheitsberaubung § 233a StGB;1;3;2;1;1;2;2;2;1;1;1;0;2020
239510;Ausbeutung bei Ausübung der Prostitution § 233a Abs. 1 Nr. 1, Abs. 2 in Bezug auf Abs. 1 Nr. 1, Abs. 3 in Bezug auf Abs. 1 Nr. 1, Abs. 4 in Bezug auf Abs. 1 Nr. 1 StGB;1;3;1;0;1;2;1;1;0;1;0;0;2020
239520;Ausbeutung durch eine Beschäftigung nach § 232 Abs. 1 Satz 2 StGB (gem. § 233a Abs. 1 Nr. 2, Abs. 2 in Bezug auf Abs. 1 Nr. 2,  Abs. 3 in Bezug auf Abs. 1 Nr. 2, Abs. 4 in Bezug auf Abs. 1 Nr. 2 StGB);0;0;0;0;0;0;0;0;1;0;1;0;2020
239530;Ausbeutung bei der Ausübung der Bettelei § 233a Abs. 1 Nr. 3, Abs. 2 in Bezug auf Abs. 1 Nr. 3, Abs. 3 in Bezug auf Abs. 1 Nr. 3, Abs. 4 in Bezug auf Abs. 1 Nr. 3 StGB;0;0;0;1;0;0;0;0;0;0;0;0;2020
239540;Ausbeutung bei der Begehung von mit Strafe bedrohten Handlungen § 233a Abs. 1 Nr. 4, Abs. 2 in Bezug auf Abs. 1 Nr. 4, Abs. 3 in Bezug auf Abs. 1 Nr. 4, Abs. 4 in Bezug auf Abs. 1 Nr. 4 StGB;0;0;1;0;0;0;1;1;0;0;0;0;2020
3***00;Diebstahl ohne erschwerende Umstände §§ 242, 247, 248a-c StGB und zwar:;81435;80443;65884;51906;63655;75707;82738;80241;81952;79868;71438;59003;2020
3.00E+100;Einfacher Diebstahl von Kraftwagen einschl. unbefugte Ingebrauchnahme;534;498;455;451;519;473;550;558;534;523;462;417;2020
3.00E+200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugte Ingebrauchnahme;239;257;278;370;377;414;435;425;413;384;302;243;2020
3.00E+300;Einfacher Diebstahl von Fahrrädern einschl. unbefugte Ingebrauchnahme;2503;2261;2445;3116;3741;4587;4889;4700;4651;3777;3150;2009;2020
3**400;Einfacher Diebstahl von Schusswaffen;15;9;20;12;7;18;11;15;9;15;8;16;2020
3**500;Einfacher Diebstahl von unbaren Zahlungsmitteln;6608;6774;4638;2755;4345;6042;7522;7118;7350;7598;6435;5096;2020
3**700;Einfacher Diebstahl von/aus Automaten;123;96;97;57;75;81;57;88;97;89;58;68;2020
3**800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;53;49;42;38;34;51;63;56;71;65;36;39;2020
300000;Sonstiger einfacher Diebstahl §§ 242, 247, 248a-c StGB;20613;19993;16384;14822;18054;21190;22995;22273;21677;20065;17027;14839;2020
300010;Sonstiger einfacher Diebstahl §§ 242, 247, 248a StGB;20242;19653;16033;14559;17764;20866;22562;21885;21279;19691;16666;14510;2020
300040;Unbefugter Gebrauch eines sonstigen Fahrzeuges § 248b StGB;81;76;95;85;104;97;142;115;96;113;100;86;2020
300050;Entziehung elektrischer Energie § 248c StGB;290;264;256;178;186;227;291;273;302;261;261;243;2020
300100;Einfacher Diebstahl von Kraftwagen einschl. unbefugter Ingebrauchnahme;515;489;445;445;505;461;537;543;521;515;452;408;2020
300110;Einfacher Diebstahl von Kraftwagen;279;244;228;245;249;241;284;265;277;291;237;209;2020
300140;Unbefugter Gebrauch von Kraftwagen;236;245;217;200;256;220;253;278;244;224;215;199;2020
300200;Einfacher Diebstahl von Mopeds und Krafträdern einschl. unbefugter Ingebrauchnahme;234;251;273;366;369;408;431;415;406;381;294;239;2020
300210;Einfacher Diebstahl von Mopeds und Krafträdern;207;226;247;325;334;356;379;362;360;338;274;220;2020
300240;Unbefugter Gebrauch von Mopeds und Krafträdern;27;25;26;41;35;52;52;53;46;43;20;19;2020
300300;Einfacher Diebstahl von Fahrrädern einschl. unbefugter Ingebrauchnahme;2173;1953;2118;2732;3317;4111;4372;4217;4150;3353;2782;1723;2020
300310;Einfacher Diebstahl von Fahrrädern;2105;1888;2054;2662;3237;3995;4229;4094;3898;3266;2699;1666;2020
300340;Unbefugter Gebrauch von Fahrrädern;68;65;64;70;80;116;143;123;252;87;83;57;2020
300400;Einfacher Diebstahl von Schusswaffen;5;5;8;5;3;6;7;5;6;9;3;8;2020
300500;Einfacher Diebstahl von unbaren Zahlungsmitteln;2160;2154;1593;1005;1568;1982;2496;2405;2383;2174;1749;1405;2020
300700;Einfacher Diebstahl von/aus Automaten;99;80;73;52;54;67;48;69;84;70;52;62;2020
300800;Einfacher Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;38;35;28;29;22;43;51;41;58;49;29;33;2020
305*00;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;286;278;245;230;220;221;175;197;248;202;221;227;2020
305000;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen von sonstigem Gut;263;247;217;201;210;204;157;162;220;177;201;210;2020
305500;Einfacher Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen von unbaren Zahlungsmitteln;23;31;28;29;10;17;18;35;28;25;20;17;2020
310*00;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;2546;2253;1924;1315;1561;1895;1914;1768;1921;1777;1778;1368;2020
310000;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;2210;1963;1698;1162;1354;1645;1628;1527;1627;1520;1568;1201;2020
310100;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;17;8;8;5;8;7;10;13;11;5;9;9;2020
310200;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;5;6;5;4;8;6;4;10;7;3;8;4;2020
310300;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;33;36;29;41;47;55;72;57;60;53;52;36;2020
310400;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;2;0;1;1;0;3;0;1;0;3;0;0;2020
310500;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;263;232;165;95;130;171;188;151;209;180;132;112;2020
310700;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;8;5;12;4;9;4;5;5;6;8;4;3;2020
310800;Einfacher Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;8;3;6;3;5;4;7;4;1;5;5;3;2020
315*00;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;1875;1962;934;166;384;884;1021;1187;1051;1030;256;163;2020
315000;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;1488;1574;787;156;320;737;857;970;854;834;224;149;2020
315500;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von unbaren Zahlungsmitteln;371;377;135;9;52;137;160;203;190;185;30;11;2020
315700;Einfacher Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von/aus Automaten;16;11;12;1;12;10;4;14;7;11;2;3;2020
325*00;Einfacher Diebstahl in/aus Kiosken, Warenhäusern, Verkaufsräumen, Selbstbedienungsläden, Schaufenstern und Schaukästen darunter:;29254;29264;23826;16565;19993;23354;25949;24449;26811;27073;25843;20432;2020
325000;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von sonstigem Gut;1590;1575;1249;904;1301;1579;1778;1662;1758;1695;1527;1242;2020
325300;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von Fahrrädern;31;32;33;37;34;45;59;56;58;51;28;18;2020
325500;Einfacher Diebstahl in/aus Kiosken, Warenh., Verkaufsräumen pp. von unbaren Zahlungsmitteln;539;608;442;318;479;678;882;763;831;930;788;659;2020
326*00;Einfacher Ladendiebstahl;27094;27049;22102;15306;18179;21052;23230;21968;24164;24397;23500;18513;2020
326000;Einfacher Ladendiebstahl von sonstigem Gut;27077;27020;22077;15293;18147;21028;23204;21932;24138;24374;23483;18496;2020
326300;Einfacher Ladendiebstahl von Fahrrädern;17;29;25;13;32;24;26;36;26;23;17;17;2020
335*00;Einfacher Diebstahl in/aus Wohnungen;3471;3194;2741;2251;2829;3519;3517;3516;3188;3046;2547;2464;2020
335000;Einfacher Diebstahl in/aus Wohnungen von sonstigem Gut;3233;2957;2531;2072;2641;3264;3284;3265;2979;2828;2376;2297;2020
335400;Einfacher Diebstahl in/aus Wohnungen von Schusswaffen;8;4;11;6;4;9;4;9;3;3;5;8;2020
335500;Einfacher Diebstahl in/aus Wohnungen von unbaren Zahlungsmitteln;223;222;191;167;177;242;224;231;194;204;164;156;2020
335800;Einfacher Diebstahl in/aus Wohnungen von Antiquitäten, Kunst- und sakralen Gegenständen;7;11;8;6;7;4;5;11;12;11;2;3;2020
340*00;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen;913;871;936;922;967;992;989;910;951;876;840;819;2020
340000;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von sonstigem Gut;664;660;696;629;656;640;629;576;594;579;569;604;2020
340300;Einfacher Diebstahl in/aus Boden-, Kellerräumen und Waschküchen von Fahrrädern;249;211;240;293;311;352;360;334;357;297;271;215;2020
345*00;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen;746;759;816;852;855;946;961;773;847;883;854;588;2020
345000;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von sonstigem Gut;718;741;803;844;825;929;940;750;826;866;834;579;2020
345100;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von Kraftwagen;2;1;2;1;6;5;3;2;2;3;1;0;2020
345500;Einfacher Diebstahl in/aus überwiegend unbezogenen Neu- und Rohbauten und Baustellen von unbaren Zahlungsmitteln;26;17;11;7;24;12;18;21;19;14;19;9;2020
350*00;Einfacher Diebstahl an/aus Kraftfahrzeugen;9030;8819;8513;7808;8868;9808;9942;10408;9998;10177;9270;8444;2020
350000;Einfacher Diebstahl an/aus Kraftfahrzeugen von sonstigem Gut;8752;8553;8228;7521;8524;9348;9444;9894;9558;9761;8885;8084;2020
350500;Einfacher Diebstahl aus Kraftfahrzeugen von unbaren Zahlungsmitteln;278;266;285;287;344;460;498;514;440;416;385;360;2020
371000;Einfacher Diebstahl von Betäubungsmitteln aus Apotheken;3;2;3;5;3;2;4;1;2;3;2;2;2020
372000;Einfacher Diebstahl von Betäubungsmitteln aus Arztpraxen;1;1;2;1;1;2;3;1;1;5;2;1;2020
373000;Einfacher Diebstahl von Betäubungsmitteln aus Krankenhäusern;28;41;16;21;24;22;26;23;19;13;14;21;2020
374000;Einfacher Diebstahl von Betäubungsmitteln bei Herstellern und Großhändlern;8;3;2;0;3;2;6;0;5;3;1;2;2020
375000;Einfacher Diebstahl von Rezeptformularen zur Erlangung von Betäubungsmitteln;6;7;6;5;6;3;6;7;3;6;5;7;2020
390000;Einfacher Taschendiebstahl von sonstigem Gut;4706;5162;3210;1471;2488;3446;4250;4238;4566;4688;4269;3381;2020
390500;Einfacher Taschendiebstahl von unbaren Zahlungsmitteln;2725;2867;1788;838;1561;2343;3038;2795;3056;3470;3148;2367;2020
4***00;Diebstahl unter erschwerenden Umständen §§ 243-244a StGB und zwar:;63257;59488;55252;46958;54031;62137;65463;62653;65114;66306;59275;48089;2020
4.00E+100;Schwerer Diebstahl von Kraftwagen;1541;1653;1198;641;816;1139;1524;1448;1550;1678;1231;1050;2020
4.00E+200;Schwerer Diebstahl von Mopeds und Krafträdern;812;856;853;1210;1303;1371;1548;1514;1508;1341;1146;877;2020
4.00E+300;Schwerer Diebstahl von Fahrrädern;13911;13276;12870;12771;17063;21638;23628;23816;24638;21568;16982;11234;2020
4**400;Schwerer Diebstahl von Schusswaffen;37;25;20;10;19;24;23;23;20;24;22;15;2020
4**500;Schwerer Diebstahl von unbaren Zahlungsmitteln;704;677;581;471;484;609;675;745;762;719;595;431;2020
4**700;Schwerer Diebstahl von/aus Automaten;1360;901;945;716;634;881;790;757;673;836;830;736;2020
4**800;Schwerer Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen;58;43;32;46;43;33;41;40;75;46;40;37;2020
400000;Sonstiger schwerer Diebstahl insgesamt §§ 243 - 244a StGB;10652;9988;9551;8358;8571;8996;9110;8160;8779;9435;9157;7830;2020
400010;Besonders schwerer Fall des Diebstahls;10288;9600;9289;8182;8310;8760;8905;7969;8355;9167;8795;7508;2020
400020;Sonstiger schwerer Diebstahl (ohne WED) §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;364;388;262;176;261;236;205;191;424;268;362;322;2020
400100;Schwerer Diebstahl insgesamt von Kraftwagen;1491;1599;1137;599;773;1076;1476;1389;1497;1610;1181;1015;2020
400110;Besonders schwerer Fall des Diebstahls von Kraftwagen;1379;1478;1084;578;739;1022;1397;1306;1408;1498;1099;974;2020
400120;Schwerer Diebstahl von Kraftwagen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;112;121;53;21;34;54;79;83;89;112;82;41;2020
400200;Schwerer Diebstahl insgesamt von Mopeds und Krafträdern;781;837;834;1182;1281;1350;1520;1486;1488;1321;1120;856;2020
400210;Besonders schwerer Fall des Diebstahls von Mopeds und Krafträdern;771;816;821;1167;1256;1327;1494;1477;1464;1292;1104;847;2020
400220;Schwerer Diebstahl von Mopeds und Krafträdern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;10;21;13;15;25;23;26;9;24;29;16;9;2020
400300;Schwerer Diebstahl insgesamt von Fahrrädern;12224;11640;10851;10743;14868;19276;21285;21608;22434;19262;14829;9400;2020
400310;Besonders schwerer Fall des Diebstahls von Fahrrädern;12199;11604;10821;10700;14822;19228;21173;21529;22374;19208;14791;9375;2020
400320;Schwerer Diebstahl von Fahrrädern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;25;36;30;43;46;48;112;79;60;54;38;25;2020
400400;Schwerer Diebstahl insgesamt von Schusswaffen;9;10;5;5;6;9;6;9;5;8;9;9;2020
400410;Besonders schwerer Fall des Diebstahls von Schusswaffen;9;10;5;5;6;8;6;8;4;7;7;8;2020
400420;Schwerer Diebstahl von Schusswaffen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;0;0;0;0;0;1;0;1;1;1;2;1;2020
400500;Schwerer Diebstahl insgesamt von unbaren Zahlungsmitteln;92;96;65;48;46;71;74;145;75;105;59;41;2020
400510;Besonders schwerer Fall des Diebstahls von unbaren Zahlungsmitteln;75;84;50;45;43;68;65;88;55;62;41;35;2020
400520;Schwerer Diebstahl von unbaren Zahlungsmitteln §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;17;12;15;3;3;3;9;57;20;43;18;6;2020
400700;Schwerer Diebstahl insgesamt von/aus Automaten;1145;708;759;619;553;768;669;617;545;670;753;657;2020
400710;Besonders schwerer Fall des Diebstahls von/aus Automaten;952;671;724;578;535;746;630;586;527;638;740;640;2020
400720;Schwerer Diebstahl von/aus Automaten §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;193;37;35;41;18;22;39;31;18;32;13;17;2020
400800;Schwerer Diebstahl insgesamt von Antiquitäten, Kunst- und sakralen Gegenständen;42;24;19;29;27;17;27;30;60;30;24;17;2020
400810;Besonders schwerer Fall des Diebstahls von Antiquitäten, Kunst- und sakralen Gegenständen;41;24;18;28;27;17;24;30;16;28;23;14;2020
400820;Schwerer Diebstahl von Antiquitäten, Kunst- und sakralen Gegenständen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;1;0;1;1;0;0;3;0;44;2;1;3;2020
405*00;Schwerer Diebstahl in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;106;83;95;74;82;78;109;78;89;65;86;68;2020
405000;Schwerer Diebstahl insgesamt in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;106;83;95;74;82;78;109;78;89;65;86;68;2020
405010;Besonders schwerer Fall des Diebstahls  in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen;91;72;77;68;72;66;98;71;86;57;74;63;2020
405020;Schwerer Diebstahl  in/aus Banken, Sparkassen, Postfilialen und -agenturen und dergleichen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;15;11;18;6;10;12;11;7;3;8;12;5;2020
410*00;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen;5154;4673;4778;3845;3991;4332;4312;3904;3864;4152;3695;3218;2020
410000;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;4874;4394;4505;3606;3737;4045;4006;3623;3581;3905;3468;3014;2020
410010;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut;4755;4269;4376;3522;3653;3975;3929;3559;3496;3824;3381;2958;2020
410020;Schwerer Diebstahl  in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von sonstigem Gut §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;119;125;129;84;84;70;77;64;85;81;87;56;2020
410100;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;40;42;49;27;35;53;41;40;41;52;33;29;2020
410110;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen;36;35;46;27;33;50;39;38;37;49;30;27;2020
410120;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Kraftwagen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;4;7;3;0;2;3;2;2;4;3;3;2;2020
410200;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;31;19;19;28;22;21;28;28;20;20;26;21;2020
410210;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern;31;17;19;27;22;21;27;28;20;20;26;20;2020
410220;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Mopeds und Krafträdern, §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;0;2;0;1;0;0;1;0;0;0;0;1;2020
410300;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;91;109;109;114;131;136;142;129;147;104;103;88;2020
410310;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern;91;107;107;112;130;134;139;128;145;103;100;88;2020
410320;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Fahrrädern §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;0;2;2;2;1;2;3;1;2;1;3;0;2020
410400;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;3;1;1;0;4;3;2;2;1;1;1;2;2020
410410;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen;3;1;1;0;4;3;2;2;1;1;1;2;2020
410420;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Schusswaffen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;0;0;0;0;0;0;0;0;0;0;0;0;2020
410500;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;60;44;45;23;20;33;39;34;40;28;20;15;2020
410510;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln;56;38;40;22;19;32;37;30;36;27;19;14;2020
410520;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von unbaren Zahlungsmitteln §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;4;6;5;1;1;1;2;4;4;1;1;1;2020
410700;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;46;48;39;32;29;26;41;40;26;31;33;34;2020
410710;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten;43;43;34;32;26;25;41;37;25;30;32;32;2020
410720;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von/aus Automaten §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;3;5;5;0;3;1;0;3;1;1;1;2;2020
410800;Schwerer Diebstahl insgesamt in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;9;16;11;15;13;15;13;8;8;11;11;15;2020
410810;Besonders schwerer Fall des Diebstahls in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen;8;15;10;14;13;15;12;8;8;11;10;14;2020
410820;Schwerer Diebstahl in/aus Dienst-, Büro-, Fabrikations-, Werkstatt- und Lagerräumen von Antiquitäten, Kunst- und sakralen Gegenständen §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;1;1;1;1;0;0;1;0;0;0;1;1;2020
415*00;Schwerer Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen;1450;1285;1279;786;746;986;1089;1047;1000;1045;643;512;2020
415000;Schwerer Diebstahl insgesamt in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;1264;1132;1117;712;688;892;986;926;880;896;588;461;2020
415010;Besonders schwerer Fall des Diebstahls in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut;1227;1113;1098;697;674;884;974;910;865;880;575;448;2020
415020;Schwerer Diebstahl in/aus Gaststätten, Kantinen, Hotels und Pensionen von sonstigem Gut §§ 244 Abs. 1 Nr. 1 und 2, 244a StGB;37;19;19;15;14;8;12;16;15;16;13;13;2020
